Id	Word	Meaning	Pronunciation	AudioUrl
9292	surf	lướt sóng; lướt web	/sɝːf/	
9293	surface mail	thư gửi đường bộ/biển	/ˈsɝː.fɪs ˌmeɪl/	
9294	surge	dâng lên, trào lên	/sɝːdʒ/	
9295	surgeon	bác sĩ phẫu thuật	/ˈsɝː.dʒən/	
9296	surgery	phẫu thuật	/ˈsɝː.dʒər.i/	
9297	surly	cáu kỉnh	/ˈsɝː.li/	
9298	surmise	phỏng đoán	/sɚˈmaɪz/	
9299	surmount	vượt qua	/sɚˈmaʊnt/	
9300	surpass	vượt trội	/sɚˈpæs/	
9301	surprising	gây ngạc nhiên	/sɚˈpraɪ.zɪŋ/	
9302	surrender	đầu hàng	/səˈren.dɚ/	
9303	surrogate	người thay thế	/ˈsɝː.ə.ɡət/	
9304	surroundings	môi trường xung quanh	/səˈraʊn.dɪŋz/	
9305	surveillance	sự giám sát	/sɚˈveɪ.ləns/	
9306	survival	sự sống sót	/sɚˈvaɪ.vəl/	
9307	survivor	người sống sót	/sɚˈvaɪ.vɚ/	
9308	susceptible	dễ bị ảnh hưởng	/səˈsep.tə.bəl/	
9309	suspend	đình chỉ; treo lên	/səˈspend/	
9310	suspense	sự hồi hộp	/səˈspens/	
9311	suspension	sự đình chỉ; hệ thống treo	/səˈspen.ʃən/	
9312	suspicion	sự nghi ngờ	/səˈspɪʃ.ən/	
9313	suspicious	đáng ngờ	/səˈspɪʃ.əs/	
9314	sustain	duy trì; chống đỡ	/səˈsteɪn/	
9315	sustenance	chất bổ, thức ăn	/ˈsʌs.tən.əns/	
9316	swab	gạc; lau chùi	/swɑːb/	
9317	swagger	đi nghênh ngang	/ˈswæɡ.ɚ/	
9318	swamp	đầm lầy	/swɑːmp/	
9319	swan	thiên nga	/swɑːn/	
9320	swap	trao đổi	/swɑːp/	
9321	swarm	bầy đàn (côn trùng)	/swɔːrm/	
9322	sway	đu đưa, lắc lư; ảnh hưởng	/sweɪ/	
9323	sweater	áo len	/ˈswet̬.ɚ/	
9324	sweeten	làm ngọt	/ˈswiː.tən/	
9325	sweetheart	người yêu	/ˈswiːt.hɑːrt/	
9326	sweltering	oi ả, nóng bức	/ˈswel.tɚ.ɪŋ/	
9327	swerve	đánh lái đột ngột	/swɝːv/	
9328	swift	nhanh chóng	/swɪft/	
9329	swimsuit	đồ bơi	/ˈswɪm.suːt/	
9330	swindle	lừa đảo	/ˈswɪn.dəl/	
9331	swine	con lợn	/swaɪn/	
9332	swirl	xoáy	/swɝːl/	
9333	switchboard	tổng đài điện thoại	/ˈswɪtʃ.bɔːrd/	
9334	swoop	xà xuống, bổ nhào	/swuːp/	
9335	sword	gươm, kiếm	/sɔːrd/	
9336	syllable	âm tiết	/ˈsɪl.ə.bəl/	
9337	syllabus	đề cương môn học	/ˈsɪl.ə.bəs/	
9338	symbolic	tượng trưng	/sɪmˈbɑː.lɪk/	
9339	symbolize	tượng trưng cho	/ˈsɪm.bə.laɪz/	
9340	symmetrical	đối xứng	/sɪˈmet.rɪ.kəl/	
9341	symmetry	sự đối xứng	/ˈsɪm.ə.tri/	
9342	sympathetic	thông cảm	/ˌsɪm.pəˈθet̬.ɪk/	
9343	sympathize	thông cảm	/ˈsɪm.pə.θaɪz/	
9344	symphony	bản giao hưởng	/ˈsɪm.fə.ni/	
9345	symposium	hội nghị chuyên đề	/sɪmˈpoʊ.zi.əm/	
9346	synchronize	đồng bộ hóa	/ˈsɪŋ.krə.naɪz/	
9347	syndicate	tổ hợp, công đoàn	/ˈsɪn.dɪ.kət/	
9348	syndrome	hội chứng	/ˈsɪn.droʊm/	
9349	synonym	từ đồng nghĩa	/ˈsɪn.ə.nɪm/	
9350	synopsis	bản tóm tắt	/sɪˈnɑːp.sɪs/	
9351	syntax	cú pháp	/ˈsɪn.tæks/	
9352	synthesis	sự tổng hợp	/ˈsɪn.θə.sɪs/	
9353	synthetic	tổng hợp, nhân tạo	/sɪnˈθet̬.ɪk/	
9354	syringe	ống tiêm	/səˈrɪndʒ/	
9355	syrup	xi-rô	/ˈsɪr.əp/	
9356	systematic	có hệ thống	/ˌsɪs.təˈmæt̬.ɪk/	
9357	tab	thẻ (trình duyệt); mấu nhỏ	/tæb/	
9358	tabernacle	nhà tạm (tôn giáo)	/ˈtæb.ɚ.næk.əl/	
9359	tablecloth	khăn trải bàn	/ˈteɪ.bəl.klɑːθ/	
9360	tablespoon	thìa canh	/ˈteɪ.bəl.spuːn/	
9361	tabloid	báo lá cải	/ˈtæb.lɔɪd/	
9362	taboo	điều cấm kỵ	/təˈbuː/	
9363	tabulate	lập bảng	/ˈtæb.jə.leɪt/	
9364	tachometer	đồng hồ đo tốc độ vòng quay	/tæˈkɑː.mə.t̬ɚ/	
9365	tacit	ngầm, không nói ra	/ˈtæs.ɪt/	
9366	tack	đinh bấm; đường đi (thuyền buồm)	/tæk/	
9367	tacky	dính; lòe loẹt, rẻ tiền	/ˈtæk.i/	
9368	tact	sự khéo xử, tế nhị	/tækt/	
9369	tactful	khéo xử, tế nhị	/ˈtækt.fəl/	
9370	tactic	chiến thuật	/ˈtæk.tɪk/	
9371	tactical	thuộc chiến thuật	/ˈtæk.tɪ.kəl/	
9372	tadpole	nòng nọc	/ˈtæd.poʊl/	
9373	tag	thẻ, nhãn	/tæɡ/	
9374	tailor	thợ may	/ˈteɪ.lɚ/	
9375	taint	làm ô uế, làm hỏng	/teɪnt/	
9376	take after	giống (ai đó trong gia đình)	/ˈteɪk ˈæf.tɚ/	
9377	take apart	tháo rời	/ˈteɪk əˈpɑːrt/	
9378	take back	rút lại (lời nói); nhận lại	/ˈteɪk bæk/	
9379	take for	nhầm là	/ˈteɪk fɔːr/	
9380	take in	lừa gạt; tiếp thu; thu nhỏ (quần áo)	/ˈteɪk ɪn/	
9381	take out	mang đi; nhổ (răng); mời đi chơi	/ˈteɪk aʊt/	
9382	takeaway	đồ ăn mang về (UK)	/ˈteɪk.ə.weɪ/	
9383	takeoff	sự cất cánh	/ˈteɪk.ɑːf/	
9384	takeover	sự tiếp quản	/ˈteɪkˌoʊ.vɚ/	
9385	tale	truyện kể	/teɪl/	
9386	talent	tài năng	/ˈtæl.ənt/	
9387	talented	có tài năng	/ˈtæl.ən.t̬ɪd/	
9388	talisman	bùa hộ mệnh	/ˈtæl.ɪs.mən/	
9389	talkative	nói nhiều	/ˈtɑː.kə.t̬ɪv/	
9390	tally	kiểm đếm; bản kiểm kê	/ˈtæl.i/	
9391	talon	móng vuốt (chim săn mồi)	/ˈtæl.ən/	
9392	tame	thuần hóa; hiền lành	/teɪm/	
9393	tamper	can thiệp vào (để phá hoại)	/ˈtæm.pɚ/	
9394	tan	màu da rám nắng; rám nắng	/tæn/	
9395	tandem	xe đạp đôi; cùng nhau	/ˈtæn.dəm/	
9396	tangent	tiếp tuyến; lạc đề	/ˈtæn.dʒənt/	
9397	tangerine	quả quýt	/ˈtæn.dʒə.riːn/	
9398	tangible	hữu hình, có thể sờ thấy	/ˈtæn.dʒə.bəl/	
9399	tangle	làm rối; mớ rối	/ˈtæŋ.ɡəl/	
9400	tanker	tàu chở dầu	/ˈtæŋ.kɚ/	
9401	tantalize	trêu ngươi, nhử	/ˈtæn.tə.laɪz/	
9402	tantamount	tương đương với	/ˈtæn.tə.maʊnt/	
9403	tantrum	cơn giận dỗi (trẻ con)	/ˈtæn.trəm/	
9404	tap water	nước máy	/ˈtæp ˌwɑː.t̬ɚ/	
9405	tape measure	thước dây	/ˈteɪp ˌmeʒ.ɚ/	
9406	tape recorder	máy ghi âm băng cassette	/ˈteɪp rɪˌkɔːr.dɚ/	
9407	taper	thon nhỏ dần	/ˈteɪ.pɚ/	
9408	tapestry	thảm thêu treo tường	/ˈtæp.ə.stri/	
9409	tar	nhựa đường	/tɑːr/	
9410	tardy	chậm trễ	/ˈtɑːr.di/	
9411	target market	thị trường mục tiêu	/ˈtɑːr.ɡɪt ˌmɑːr.kɪt/	
9412	tariff	thuế quan	/ˈter.ɪf/	
9413	tarnish	làm xỉn màu	/ˈtɑːr.nɪʃ/	
9414	tarpaulin	vải dầu, bạt	/tɑːrˈpɔː.lɪn/	
9415	tart	chua; bánh tart	/tɑːrt/	
9416	task force	đội đặc nhiệm	/ˈtæsk ˌfɔːrs/	
9417	tassel	tua rua (trang trí)	/ˈtæs.əl/	
9418	tattered	rách tả tơi	/ˈtæt̬.ɚd/	
9419	tattle	mách lẻo	/ˈtæt̬.əl/	
9420	tattoo	hình xăm	/tæˈtuː/	
9421	taunt	chế nhạo, mắng nhiếc	/tɑːnt/	
9422	taut	căng	/tɑːt/	
9423	tavern	quán rượu	/ˈtæv.ɚn/	
9424	taxable	phải chịu thuế	/ˈtæk.sə.bəl/	
9425	taxation	sự đánh thuế	/tækˈseɪ.ʃən/	
9426	taxi driver	tài xế taxi	/ˈtæk.si ˌdraɪ.vɚ/	
9427	taxpayer	người nộp thuế	/ˈtæksˌpeɪ.ɚ/	
9428	tea bag	túi trà lọc	/ˈtiː ˌbæɡ/	
9429	teacher's pet	học trò cưng	/ˌtiː.tʃɚz ˈpet/	
9430	teacup	tách trà	/ˈtiː.kʌp/	
9431	teammate	đồng đội	/ˈtiːm.meɪt/	
9432	teapot	ấm trà	/ˈtiː.pɑːt/	
9433	tear gas	hơi cay	/ˈtɪr ˌɡæs/	
9434	tease	trêu chọc	/tiːz/	
9435	teaspoon	thìa cà phê	/ˈtiː.spuːn/	
9436	technical support	hỗ trợ kỹ thuật	/ˌtek.nɪ.kəl səˈpɔːrt/	
9437	technician	kỹ thuật viên	/tekˈnɪʃ.ən/	
9438	technological	thuộc công nghệ	/ˌtek.nəˈlɑː.dʒɪ.kəl/	
9439	tedious	tẻ nhạt, chán ngắt	/ˈtiː.di.əs/	
9440	teenager	thanh thiếu niên (13-19 tuổi)	/ˈtiːnˌeɪ.dʒɚ/	
9441	teens	tuổi thiếu niên	/tiːnz/	
9442	teethe	mọc răng	/tiːð/	
9443	telecommunications	viễn thông	/ˌtel.ɪ.kə.mjuː.nəˈkeɪ.ʃənz/	
9444	telegram	điện báo	/ˈtel.ə.ɡræm/	
9445	telegraph	máy điện báo	/ˈtel.ə.ɡræf/	
9446	telepathy	thần giao cách cảm	/təˈlep.ə.θi/	
9447	telephone booth	buồng điện thoại công cộng	/ˈtel.ə.foʊn ˌbuːθ/	
9448	telescope	kính thiên văn	/ˈtel.ə.skoʊp/	
9449	televise	truyền hình	/ˈtel.ə.vaɪz/	
9450	teller	giao dịch viên (ngân hàng)	/ˈtel.ɚ/	
9451	temper	tính khí; sự nóng giận	/ˈtem.pɚ/	
9452	temperament	khí chất, tính khí	/ˈtem.pɚ.ə.mənt/	
9453	temperate	ôn hòa (khí hậu); điều độ	/ˈtem.pɚ.ət/	
9454	tempest	giông tố	/ˈtem.pɪst/	
9455	template	khuôn mẫu	/ˈtem.plət/	
9456	temple	đền, miếu; thái dương	/ˈtem.pəl/	
9457	tempo	nhịp độ (âm nhạc)	/ˈtem.poʊ/	
9458	temporarily	tạm thời	/ˌtem.pəˈrer.əl.i/	
9459	tempt	cám dỗ, xúi giục	/tempt/	
9460	temptation	sự cám dỗ	/tempˈteɪ.ʃən/	
9461	tenacious	kiên trì, bền bỉ	/təˈneɪ.ʃəs/	
9462	tendency	xu hướng	/ˈten.dən.si/	
9463	tenderly	một cách dịu dàng	/ˈten.dɚ.li/	
9464	tendon	gân	/ˈten.dən/	
9465	tenement	nhà tập thể (cũ, tồi tàn)	/ˈten.ə.mənt/	
9466	tennis	quần vợt	/ˈten.ɪs/	
9467	tenor	giọng nam cao; nội dung chính	/ˈten.ɚ/	
9468	tense	căng thẳng; thì (ngữ pháp)	/tens/	
9469	tension	sự căng thẳng	/ˈten.ʃən/	
9470	tent	cái lều	/tent/	
9471	tentacle	xúc tu	/ˈten.tə.kəl/	
9472	tentative	dự kiến, tạm thời	/ˈten.tə.t̬ɪv/	
9473	tenure	nhiệm kỳ; sự chiếm hữu	/ˈten.jʊr/	
9474	terminal illness	bệnh nan y giai đoạn cuối	/ˈtɝː.mə.nəl ˈɪl.nəs/	
9475	terminology	thuật ngữ	/ˌtɝː.məˈnɑː.lə.dʒi/	
9476	termite	con mối	/ˈtɝː.maɪt/	
9477	terrace	sân thượng; ruộng bậc thang	/ˈter.əs/	
9478	terrain	địa hình	/təˈreɪn/	
9479	terrestrial	trên cạn, thuộc trái đất	/təˈres.tri.əl/	
9480	terribly	một cách khủng khiếp	/ˈter.ə.bli/	
9481	terrier	chó sục	/ˈter.i.ɚ/	
9482	terrific	tuyệt vời	/təˈrɪf.ɪk/	
9483	terrify	làm khiếp sợ	/ˈter.ə.faɪ/	
9484	territory	lãnh thổ	/ˈter.ə.tɔːr.i/	
9485	terror	sự kinh hoàng	/ˈter.ɚ/	
9486	terrorism	chủ nghĩa khủng bố	/ˈter.ər.ɪ.zəm/	
9487	terrorist	kẻ khủng bố	/ˈter.ər.ɪst/	
9488	terse	cộc lốc, ngắn gọn	/tɝːs/	
9489	testament	di chúc; kinh Cựu/Tân Ước	/ˈtes.tə.mənt/	
9490	testify	làm chứng	/ˈtes.tə.faɪ/	
9491	testimony	lời khai	/ˈtes.tə.moʊ.ni/	
9492	textbook	sách giáo khoa	/ˈtekst.bʊk/	
9493	textile	vải dệt	/ˈteks.taɪl/	
9494	texture	kết cấu, bề mặt	/ˈteks.tʃɚ/	
9495	than usual	hơn bình thường	/ðæn ˈjuː.ʒu.əl/	
9496	thankful	biết ơn	/ˈθæŋk.fəl/	
9497	thanks	lời cảm ơn	/θæŋks/	
9498	thanksgiving	Lễ Tạ Ơn	/ˌθæŋksˈɡɪv.ɪŋ/	
9499	thatched	lợp lá, rơm	/θætʃt/	
9500	thaw	tan (băng, tuyết)	/θɑː/	
9501	theatrical	thuộc sân khấu	/θiˈæt.rɪ.kəl/	
9502	theft	vụ trộm	/θeft/	
9503	theme park	công viên giải trí theo chủ đề	/ˈθiːm ˌpɑːrk/	
9504	theology	thần học	/θiˈɑː.lə.dʒi/	
9505	theoretical	thuộc lý thuyết	/ˌθiː.əˈret̬.ɪ.kəl/	
9506	therapist	nhà trị liệu	/ˈθer.ə.pɪst/	
9507	therapy	liệu pháp, sự trị liệu	/ˈθer.ə.pi/	
9508	thereafter	sau đó	/ˌðerˈæf.tɚ/	
9509	thereby	do đó, bằng cách đó	/ˌðerˈbaɪ/	
9510	thermal	thuộc về nhiệt	/ˈθɝː.məl/	
9511	thermometer	nhiệt kế	/θɚˈmɑː.mə.t̬ɚ/	
9512	thesaurus	từ điển đồng nghĩa/trái nghĩa	/θɪˈsɔːr.əs/	
9513	thesis	luận văn, luận án	/ˈθiː.sɪs/	
9514	thicken	làm đặc lại	/ˈθɪk.ən/	
9515	thicket	bụi rậm	/ˈθɪk.ɪt/	
9516	thickness	độ dày	/ˈθɪk.nəs/	
9517	thigh	bắp đùi	/θaɪ/	
9518	thimble	cái đê (bảo vệ ngón tay khi may)	/ˈθɪm.bəl/	
9519	think up	nghĩ ra	/ˈθɪŋk ʌp/	
9520	third	thứ ba	/θɝːd/	
9521	thirst	sự khát nước	/θɝːst/	
9522	thirteen	mười ba	/ˌθɝːˈtiːn/	
9523	thirty	ba mươi	/ˈθɝː.t̬i/	
9524	thorn	gai	/θɔːrn/	
9525	thoroughbred	thuần chủng (ngựa)	/ˈθɝː.oʊ.bred/	
9526	thoroughfare	đường phố chính	/ˈθɝː.oʊ.fer/	
9527	thoughtful	chu đáo, trầm tư	/ˈθɑːt.fəl/	
9528	thoughtless	vô tâm, không suy nghĩ	/ˈθɑːt.ləs/	
9529	thousandth	thứ một nghìn	/ˈθaʊ.zəndθ/	
9530	thrash	đánh đập	/θræʃ/	
9531	threadbare	mòn, sờn	/ˈθred.ber/	
9532	threaten	đe dọa	/ˈθret.ən/	
9533	thresh	đập lúa	/θreʃ/	
9534	threshold	ngưỡng cửa	/ˈθreʃ.hoʊld/	
9535	thrift	sự tiết kiệm	/θrɪft/	
9536	thrill	sự hồi hộp, rùng mình	/θrɪl/	
9537	thriller	truyện/phim giật gân	/ˈθrɪl.ɚ/	
9538	thrive	phát triển mạnh	/θraɪv/	
9539	throb	đập mạnh, nhói	/θrɑːb/	
9540	throne	ngai vàng	/θroʊn/	
9541	throng	đám đông	/θrɑːŋ/	
9542	throttle	bóp nghẹt; bướm ga	/ˈθrɑː.t̬əl/	
9543	throughout	khắp, suốt	/θruːˈaʊt/	
9544	throw out	vứt bỏ; đuổi ra	/ˈθroʊ aʊt/	
9545	thrust	đẩy mạnh	/θrʌst/	
9546	thud	tiếng rơi bịch	/θʌd/	
9547	thug	kẻ côn đồ	/θʌɡ/	
9548	thump	tiếng đập mạnh	/θʌmp/	
9549	thursday	thứ Năm	/ˈθɝːz.deɪ/	
9550	thus far	cho đến nay	/ˌðʌs ˈfɑːr/	
9551	thwart	cản trở, phá ngang	/θwɔːrt/	
9552	tick	tiếng tích tắc; đánh dấu tick; con ve	/tɪk/	
9553	ticket office	phòng vé	/ˈtɪk.ɪt ˌɑː.fɪs/	
9554	tickle	làm nhột	/ˈtɪk.əl/	
9555	tidal	thuộc thủy triều	/ˈtaɪ.dəl/	
9556	tide	thủy triều	/taɪd/	
9557	tidings	tin tức	/ˈtaɪ.dɪŋz/	
9558	tidy up	dọn dẹp	/ˈtaɪ.di ʌp/	
9559	tiger	con hổ	/ˈtaɪ.ɡɚ/	
9560	tighten	siết chặt	/ˈtaɪ.tən/	
9561	tightrope	dây đi thăng bằng	/ˈtaɪt.roʊp/	
9562	tights	quần tất	/taɪts/	
9563	tilt	nghiêng	/tɪlt/	
9564	timber	gỗ xây dựng	/ˈtɪm.bɚ/	
9565	time bomb	bom hẹn giờ	/ˈtaɪm ˌbɑːm/	
9566	time clock	máy chấm công	/ˈtaɪm ˌklɑːk/	
9567	time limit	giới hạn thời gian	/ˈtaɪm ˌlɪm.ɪt/	
9568	timely	kịp thời	/ˈtaɪm.li/	
9569	timer	đồng hồ bấm giờ	/ˈtaɪ.mɚ/	
9570	timid	rụt rè, nhút nhát	/ˈtɪm.ɪd/	
9571	tin can	hộp thiếc	/ˈtɪn ˌkæn/	
9572	tinge	chút màu sắc; nhuốm màu	/tɪndʒ/	
9573	tingle	ran ran, râm ran	/ˈtɪŋ.ɡəl/	
9574	tinker	thợ hàn nồi; sửa chữa lặt vặt	/ˈtɪŋ.kɚ/	
9575	tint	màu nhẹ, sắc thái	/tɪnt/	
9576	tip off	mách nước (bí mật)	/ˈtɪp ɑːf/	
9577	tiptoe	đi nhón chân	/ˈtɪp.toʊ/	
9578	tireless	không mệt mỏi	/ˈtaɪr.ləs/	
9579	tiresome	mệt mỏi, nhàm chán	/ˈtaɪr.səm/	
9580	tissue paper	giấy ăn mỏng	/ˈtɪʃ.uː ˌpeɪ.pɚ/	
9581	titanium	titan	/taɪˈteɪ.ni.əm/	
9582	tithe	thuế thập phân (nhà thờ)	/taɪð/	
9583	title deed	chứng thư sở hữu	/ˈtaɪ.t̬əl ˌdiːd/	
9584	to and fro	đi tới đi lui	/ˌtuː ənd ˈfroʊ/	
9585	toad	con cóc	/toʊd/	
9586	toaster	máy nướng bánh mì	/ˈtoʊ.stɚ/	
9587	today's special	món đặc biệt hôm nay	/təˈdeɪz ˈspeʃ.əl/	
9588	toddler	trẻ mới biết đi	/ˈtɑːd.lɚ/	
9589	toe the line	tuân thủ quy định	/ˌtoʊ ðə ˈlaɪn/	
9590	toffee	kẹo bơ cứng	/ˈtɑː.fi/	
9591	togetherness	sự gắn bó	/təˈɡeð.ɚ.nəs/	
9592	toggle	chuyển đổi (trạng thái)	/ˈtɑː.ɡəl/	
9593	toil	lao động vất vả	/tɔɪl/	
9594	toilet paper	giấy vệ sinh	/ˈtɔɪ.lət ˌpeɪ.pɚ/	
9595	token	dấu hiệu; đồng xu (thay tiền)	/ˈtoʊ.kən/	
9596	tolerable	có thể chịu đựng được	/ˈtɑː.lər.ə.bəl/	
9597	tolerant	khoan dung	/ˈtɑː.lər.ənt/	
9598	tolerate	tha thứ, chịu đựng	/ˈtɑː.lə.reɪt/	
9599	toll	phí cầu đường; tổn thất	/toʊl/	
9600	tomb	lăng mộ	/tuːm/	
9601	tombstone	bia mộ	/ˈtuːm.stoʊn/	
9602	ton	tấn	/tʌn/	
9603	tone	tông màu; giọng điệu	/toʊn/	
9604	tongs	cái kẹp	/tɑːŋz/	
9605	tongue twister	câu nói líu lưỡi	/ˈtʌŋ ˌtwɪs.tɚ/	
9606	tonic	thuốc bổ	/ˈtɑː.nɪk/	
9607	tonnage	trọng tải (tàu)	/ˈtʌn.ɪdʒ/	
9608	tonsil	a-mi-đan	/ˈtɑːn.səl/	
9609	too	quá; cũng vậy	/tuː/	
9610	toolbox	hộp dụng cụ	/ˈtuːl.bɑːks/	
9611	toothache	đau răng	/ˈtuːθ.eɪk/	
9612	toothbrush	bàn chải đánh răng	/ˈtuːθ.brʌʃ/	
9613	toothpaste	kem đánh răng	/ˈtuːθ.peɪst/	
9614	top hat	mũ chóp cao	/ˌtɑːp ˈhæt/	
9615	topography	địa hình học	/təˈpɑː.ɡrə.fi/	
9616	topple	làm đổ, lật đổ	/ˈtɑː.pəl/	
9617	torch	ngọn đuốc; đèn pin (UK)	/tɔːrtʃ/	
9618	torment	sự đau khổ; làm khổ sở	/ˈtɔːr.ment/ (n), /tɔːrˈment/ (v)/	
9619	tornado	lốc xoáy	/tɔːrˈneɪ.doʊ/	
9620	torpedo	ngư lôi	/tɔːrˈpiː.doʊ/	
9621	torrent	dòng nước xiết	/ˈtɔːr.ənt/	
9622	torrid	nóng như thiêu	/ˈtɔːr.ɪd/	
9623	torso	thân mình	/ˈtɔːr.soʊ/	
9624	tortoise	rùa cạn	/ˈtɔːr.t̬əs/	
9625	tortuous	quanh co, khúc khuỷu	/ˈtɔːr.tʃu.əs/	
9626	torture	tra tấn	/ˈtɔːr.tʃɚ/	
9627	toss	tung, quăng	/tɑːs/	
9628	totalitarian	chuyên chế, độc tài	/toʊˌtæl.əˈter.i.ən/	
9629	touchdown	sự hạ cánh; pha ghi điểm (bóng bầu dục)	/ˈtʌtʃ.daʊn/	
9630	touching	cảm động	/ˈtʌtʃ.ɪŋ/	
9631	touchy	nhạy cảm, dễ tự ái	/ˈtʌtʃ.i/	
9632	toughen	làm cứng rắn	/ˈtʌf.ən/	
9633	tour guide	hướng dẫn viên du lịch	/ˈtʊr ˌɡaɪd/	
9634	tourist	khách du lịch	/ˈtʊr.ɪst/	
9635	tournament	giải đấu	/ˈtɝː.nə.mənt/	
9636	tow truck	xe kéo	/ˈtoʊ ˌtrʌk/	
9637	towel rack	giá treo khăn	/ˈtaʊ.əl ˌræk/	
9638	towering	cao chót vót	/ˈtaʊ.ɚ.ɪŋ/	
9639	toxic	độc hại	/ˈtɑːk.sɪk/	
9640	traceable	có thể truy tìm được	/ˈtreɪ.sə.bəl/	
9641	trachea	khí quản	/ˈtreɪ.ki.ə/	
9642	tracking number	số theo dõi (đơn hàng)	/ˈtræk.ɪŋ ˌnʌm.bɚ/	
9643	tract	vùng đất rộng; đường (tiêu hóa...)	/trækt/	
9644	tractor	máy kéo	/ˈtræk.tɚ/	
9645	trade agreement	hiệp định thương mại	/ˈtreɪd əˌɡriː.mənt/	
9646	trade fair	hội chợ thương mại	/ˈtreɪd ˌfer/	
9647	trade union	công đoàn	/ˈtreɪd ˌjuː.njən/	
9648	trader	nhà buôn	/ˈtreɪ.dɚ/	
9649	trading	việc buôn bán, giao dịch	/ˈtreɪ.dɪŋ/	
9650	tradition	truyền thống	/trəˈdɪʃ.ən/	
9651	traffic jam	tắc đường	/ˈtræf.ɪk ˌdʒæm/	
9652	traffic light	đèn giao thông	/ˈtræf.ɪk ˌlaɪt/	
9653	tragedy	bi kịch	/ˈtrædʒ.ə.di/	
9654	tragic	bi thảm	/ˈtrædʒ.ɪk/	
9655	trail	đường mòn; dấu vết	/treɪl/	
9656	trailer	xe kéo, rơ moóc; đoạn giới thiệu phim	/ˈtreɪ.lɚ/	
9657	train station	nhà ga xe lửa	/ˈtreɪn ˌsteɪ.ʃən/	
9658	trainee	thực tập sinh	/ˌtreɪˈniː/	
9659	trainer	huấn luyện viên; giày thể thao (UK)	/ˈtreɪ.nɚ/	
9660	trait	nét tính cách	/treɪt/	
9661	traitor	kẻ phản bội	/ˈtreɪ.t̬ɚ/	
9662	trajectory	quỹ đạo (đạn)	/trəˈdʒek.tɚ.i/	
9663	tram	xe điện	/træm/	
9664	tramp	kẻ lang thang; đi bộ nặng nề	/træmp/	
9665	trample	giẫm đạp	/ˈtræm.pəl/	
9666	tranquil	yên tĩnh, thanh bình	/ˈtræŋ.kwəl/	
9667	tranquilizer	thuốc an thần	/ˈtræŋ.kwə.laɪ.zɚ/	
9668	transact	giao dịch	/trænˈzækt/	
9669	transatlantic	xuyên Đại Tây Dương	/ˌtrænz.ətˈlæn.t̬ɪk/	
9670	transcend	vượt qua	/trænˈsend/	
9671	transcribe	ghi lại, sao lại	/trænˈskraɪb/	
9672	transcript	bản ghi lại; bảng điểm	/ˈtræn.skrɪpt/	
9673	transferable	có thể chuyển nhượng	/trænsˈfɝː.ə.bəl/	
9674	transfix	làm chết lặng	/trænsˈfɪks/	
9675	transform	biến đổi	/trænsˈfɔːrm/	
9676	transformation	sự biến đổi	/ˌtræns.fɚˈmeɪ.ʃən/	
9677	transfusion	sự truyền máu	/trænsˈfjuː.ʒən/	
9678	transgress	vi phạm	/trænzˈɡres/	
9679	transient	tạm thời, ngắn ngủi	/ˈtræn.zi.ənt/	
9680	transistor	bóng bán dẫn; radio bán dẫn	/trænˈzɪs.tɚ/	
9681	transit	sự quá cảnh; sự vận chuyển	/ˈtræn.zɪt/	
9682	transition	sự chuyển tiếp	/trænˈzɪʃ.ən/	
9683	transitory	tạm thời, ngắn ngủi	/ˈtræn.zə.tɔːr.i/	
9684	translation	bản dịch; sự dịch thuật	/trænsˈleɪ.ʃən/	
9685	translator	biên dịch viên	/trænsˈleɪ.t̬ɚ/	
9686	translucent	mờ, trong mờ	/trænsˈluː.sənt/	
9687	transmission	sự truyền tải; hộp số	/trænzˈmɪʃ.ən/	
9688	transmit	truyền tải, phát	/trænzˈmɪt/	
9689	transmitter	máy phát	/trænzˈmɪt̬.ɚ/	
9690	transparency	sự trong suốt; tính minh bạch	/trænsˈper.ən.si/	
9691	transparent	trong suốt; minh bạch	/trænsˈper.ənt/	
9692	transpire	xảy ra; thoát hơi nước	/trænˈspaɪr/	
9693	transplant	cấy ghép	/trænsˈplænt/	
9694	transportation	sự vận chuyển; giao thông vận tải	/ˌtræn.spɚˈteɪ.ʃən/	
9695	transpose	hoán vị	/trænˈspoʊz/	
9696	trapdoor	cửa sập	/ˈtræp.dɔːr/	
9697	trapeze	thanh đu nhào lộn	/træpˈiːz/	
9698	trash	rác (US)	/træʃ/	
9699	trauma	chấn thương (tâm lý, thể chất)	/ˈtrɑː.mə/	
9700	traumatic	gây chấn thương	/trɑːˈmæt̬.ɪk/	
9701	travel agency	đại lý du lịch	/ˈtræv.əl ˌeɪ.dʒən.si/	
9702	travel agent	nhân viên đại lý du lịch	/ˈtræv.əl ˌeɪ.dʒənt/	
9703	traveler	khách du lịch	/ˈtræv.əl.ɚ/	
9704	traverse	đi ngang qua	/trəˈvɝːs/	
9705	trawl	kéo lưới	/trɑːl/	
9706	treacherous	phản bội; nguy hiểm	/ˈtretʃ.ɚ.əs/	
9707	tread	giẫm lên	/tred/	
9708	treadmill	máy chạy bộ	/ˈtred.mɪl/	
9709	treason	tội phản quốc	/ˈtriː.zən/	
9710	treasure hunt	trò tìm kho báu	/ˈtreʒ.ɚ ˌhʌnt/	
9711	treasurer	thủ quỹ	/ˈtreʒ.ɚ.ɚ/	
